item_id,site_id,domain_id,picture_id,correct_background?
MLA1126228669,MLA,MLA-T_SHIRTS,975795-MLA49288655742_032022,?
MLB2676183970,MLB,MLB-SHIRTS,810034-CBT50285884507_062022,1
MLA1145964554,MLA,MLA-JACKETS_AND_COATS,964602-MLA49865530160_052022,0
MLB2664374460,MLB,MLB-T_SHIRTS,970185-MLB50171367095_062022,1
MLB2679207396,MLB,MLB-JACKETS_AND_COATS,862001-CBT50311256584_062022,1
MLB2706651484,MLB,MLB-SNEAKERS,719552-MLB50601113426_072022,0
MLB2640740833,MLB,MLB-T_SHIRTS,799973-MLB49938161071_052022,0
MLA1140638673,MLA,MLA-JACKETS_AND_COATS,795712-MLA50192339531_062022,0
MLM1373605771,MLM,MLM-SNEAKERS,707166-MLA48953326220_012022,?
MLB2641878363,MLB,MLB-PANTS,633738-MLB49947730284_052022,0
MLB2163901815,MLB,MLB-T_SHIRTS,871823-MLB48944400797_012022,1
MLB2645507461,MLB,MLB-SHIRTS,723737-MLB49982961176_052022,0
MLM1448192779,MLM,MLM-BLOUSES,729340-CBT50492399375_062022,0
MLB2709349327,MLB,MLB-SWEATSHIRTS_AND_HOODIES,626906-MLB29729561777_032019,1
MLB2677613415,MLB,MLB-SNEAKERS,608509-MLB50293956364_062022,?
MLM1409875691,MLM,MLM-BLOUSES,633444-CBT49733246709_042022,0
MLM1427982326,MLM,MLM-BOOTS_AND_BOOTIES,936274-MLM44645203288_012021,1
MLA1142969869,MLA,MLA-BOOTS_AND_BOOTIES,891563-MLA45615829172_042021,0
MLM1430953210,MLM,MLM-SNEAKERS,716624-MLM50148497407_052022,0
MLA1143216768,MLA,MLA-SHORTS,930065-MLA50359359888_062022,0
MLB2139656155,MLB,MLB-T_SHIRTS,834613-MLB48811163865_012022,0
MLM1375140260,MLM,MLM-SNEAKERS,933058-MLM50584305049_072022,?
MLA1139329660,MLA,MLA-JACKETS_AND_COATS,958415-MLA50113977112_052022,1
MLB2707011985,MLB,MLB-BOOTS_AND_BOOTIES,739768-MLB50605683742_072022,?
MLB2664649087,MLB,MLB-T_SHIRTS,775351-MLB50173558872_062022,1
MLA1140760797,MLA,MLA-T_SHIRTS,693753-MLA50190313993_062022,?
MLB2644037074,MLB,MLB-T_SHIRTS,692489-MLB49970634093_052022,1
MLM1369061056,MLM,MLM-SWEATSHIRTS_AND_HOODIES,768246-MLM48918408050_012022,1
MLB2705191356,MLB,MLB-BLOUSES,757205-MLB50592718451_072022,1
MLB2651690844,MLB,MLB-LEGGINGS,715431-CBT50038142607_052022,0
MLA1140728152,MLA,MLA-FOOTBALL_SWEATSHIRTS_AND_HOODIES,780803-MLA40891770612_022020,0
MLM1451108543,MLM,MLM-SNEAKERS,765851-MLM50546450067_072022,1
MLB2681466529,MLB,MLB-SNEAKERS,927587-MLB50336314584_062022,0
MLB2644470123,MLB,MLB-T_SHIRTS,941277-MLB49973939359_052022,0
MLM1403961334,MLM,MLM-SHIRTS,786271-CBT49630830108_042022,1
MLA1142718175,MLA,MLA-T_SHIRTS,837968-MLA50321776325_062022,?
MLA1141055109,MLA,MLA-SHIRTS,644674-MLA50212995594_062022,0
MLA1140334655,MLA,MLA-JACKETS_AND_COATS,625646-MLA50170179926_062022,0
MLM1422386755,MLM,MLM-SWEATSHIRTS_AND_HOODIES,879177-CBT49907603177_052022,1
MLM1421680576,MLM,MLM-SNEAKERS,682677-MLM49590602774_042022,0
MLB2693245889,MLB,MLB-SNEAKERS,925832-MLB49128840341_022022,0
MLB2703951701,MLB,MLB-BLOUSES,830121-CBT50550523692_072022,1
MLA1121147088,MLA,MLA-T_SHIRTS,926151-MLA48952093201_012022,?
MLM1454961435,MLM,MLM-T_SHIRTS,991480-MLM50630728263_072022,1
MLA1139413264,MLA,MLA-JACKETS_AND_COATS,684779-MLA29720459325_032019,0
MLB2671171199,MLB,MLB-SHIRTS,921512-CBT50241899732_062022,1
MLB2637365540,MLB,MLB-SWEATSHIRTS_AND_HOODIES,954750-MLB49907075673_052022,0
MLM1392812124,MLM,MLM-HEELS_AND_WEDGES,759938-MLM49381315956_032022,0
MLB2623910800,MLB,MLB-SWEATSHIRTS_AND_HOODIES,687894-MLB49774321082_042022,1
MLA1128437611,MLA,MLA-PANTS,974315-MLA49413963742_032022,0
MLM1388088271,MLM,MLM-LOAFERS_AND_OXFORDS,664495-MLM49297693443_032022,?
MLM1425060912,MLM,MLM-LOAFERS_AND_OXFORDS,612550-MLM50014623901_052022,1
MLA1139260343,MLA,MLA-JACKETS_AND_COATS,634388-MLA50112173617_052022,0
MLM1429240840,MLM,MLM-JACKETS_AND_COATS,796569-CBT50103325242_052022,1
MLM1371696827,MLM,MLM-PANTS,843740-MLM48969240602_012022,1
MLA1118086951,MLA,MLA-T_SHIRTS,821975-MLA48727445653_012022,?
MLB2693238979,MLB,MLB-JACKETS_AND_COATS,766662-CBT50469655024_062022,1
MLM1404925273,MLM,MLM-JACKETS_AND_COATS,616821-MLM49647718672_042022,1
MLM1437088091,MLM,MLM-T_SHIRTS,750908-MLM50267226386_062022,0
MLA1143220022,MLA,MLA-JACKETS_AND_COATS,860945-MLA50365308171_062022,0
MLM1443628626,MLM,MLM-T_SHIRTS,915550-MLM50404228784_062022,1
MLA1131860222,MLA,MLA-JACKETS_AND_COATS,797305-MLA49822112886_052022,1
MLB2618515144,MLB,MLB-BLOUSES,871326-MLB47874863400_102021,1
MLA1138227688,MLA,MLA-JACKETS_AND_COATS,831007-MLA50024823202_052022,0
MLM1403227562,MLM,MLM-SHIRTS,720256-CBT49629713243_042022,1
MLM1387035048,MLM,MLM-SNEAKERS,717389-MLM48729240182_012022,0
MLB2155409736,MLB,MLB-T_SHIRTS,883702-MLB48938377601_012022,1
MLA1125500764,MLA,MLA-JACKETS_AND_COATS,855477-MLA49244175447_032022,0
MLM1419467173,MLM,MLM-JACKETS_AND_COATS,670319-CBT49912145859_052022,1
MLM1452506743,MLM,MLM-T_SHIRTS,629368-CBT50461534466_062022,1
MLB2703656917,MLB,MLB-SHIRTS,897462-MLB50573601766_072022,0
MLB2681170697,MLB,MLB-T_SHIRTS,939953-MLB50331809478_062022,1
MLB2666226486,MLB,MLB-SWEATSHIRTS_AND_HOODIES,910127-MLB50186855385_062022,1
MLM1428024251,MLM,MLM-SNEAKERS,786682-MLM50082142789_052022,?
MLA1142935446,MLA,MLA-LEGGINGS,700492-MLA50333907340_062022,1
MLB2621948359,MLB,MLB-T_SHIRTS,807369-MLB49754546552_042022,1
MLM1392436657,MLM,MLM-BLOUSES,601769-CBT49383443181_032022,1
MLB2685057306,MLB,MLB-PANTS,967386-CBT50401809653_062022,0
MLB2159127693,MLB,MLB-AUTOMOTIVE_SKIRTS,792034-MLB48965961139_012022,0
MLA1130697715,MLA,MLA-T_SHIRTS,643758-MLA50193329448_062022,1
MLB2218879178,MLB,MLB-SHORTS,978160-MLB43626157847_092020,1
MLM1411517099,MLM,MLM-SNEAKERS,923640-MLM49764181939_042022,0
MLB2136952617,MLB,MLB-FISHING_SHIRTS,810309-MLB48790487969_012022,1
MLM1425846863,MLM,MLM-SNEAKERS,930637-MLM50027004158_052022,1
MLM1386214515,MLM,MLM-SHIRTS,949851-MLM49256597127_032022,?
MLA1138782160,MLA,MLA-JACKETS_AND_COATS,980158-MLA50059790020_052022,1
MLB2673921775,MLB,MLB-SWEATSHIRTS_AND_HOODIES,760196-CBT50261436883_062022,1
MLA1134158501,MLA,MLA-JACKETS_AND_COATS,654971-MLA49785901543_042022,0
MLB2689662099,MLB,MLB-SNEAKERS,620438-MLA49879214307_052022,1
MLA1120536319,MLA,MLA-SHORTS,727563-MLA48918357063_012022,0
MLB2217185047,MLB,MLB-T_SHIRTS,932261-MLB49286325152_032022,1
MLA1142163901,MLA,MLA-SHORTS,739080-MLA50277772199_062022,0
MLB2206246492,MLB,MLB-LOAFERS_AND_OXFORDS,802905-MLB49369695974_032022,?
MLA1139536620,MLA,MLA-JACKETS_AND_COATS,641166-MLA49521800644_032022,0
MLB2670556648,MLB,MLB-HEELS_AND_WEDGES,653642-MLB50224856890_062022,1
MLA1145379866,MLA,MLA-PANTS,636436-MLA50581985479_072022,1
MLB2658280470,MLB,MLB-SNEAKERS,951917-MLB50108853370_052022,?
MLB2655211304,MLB,MLB-JACKETS_AND_COATS,690894-MLB49910625046_052022,1
MLA1140990895,MLA,MLA-JACKETS_AND_COATS,622663-MLA50207923872_062022,0
MLB2673738913,MLB,MLB-SWEATSHIRTS_AND_HOODIES,751003-MLB47463351713_092021,1
MLB2694346643,MLB,MLB-SWEATERS_AND_CARDIGANS,781920-CBT50476648850_062022,1
MLB2661897282,MLB,MLB-LEGGINGS,668381-MLB50147303427_052022,?
MLA1146166053,MLA,MLA-JACKETS_AND_COATS,638816-MLA49899811544_052022,0
MLM1430097210,MLM,MLM-SNEAKERS,791639-MLM50140805708_052022,0
MLB2695873371,MLB,MLB-T_SHIRTS,737223-CBT50493113758_062022,1
MLM1376912557,MLM,MLM-SNEAKERS,778050-MLM49078820818_022022,?
MLB2640709297,MLB,MLB-T_SHIRTS,876733-MLB49938008894_052022,1
MLM1376613913,MLM,MLM-LEGGINGS,623474-MLM49074378004_022022,0
MLM1425022678,MLM,MLM-HEELS_AND_WEDGES,841434-MLM50014796177_052022,1
MLA1141128756,MLA,MLA-SNEAKERS,952892-MLA49419731263_032022,0
MLM1456311158,MLM,MLM-SNEAKERS,850239-CBT50668481888_072022,0
MLB2649887998,MLB,MLB-AUTOMOTIVE_SKIRTS,664909-MLB50021399834_052022,0
MLB2687586278,MLB,MLB-T_SHIRTS,746443-MLB50404712141_062022,1
MLM1451641076,MLM,MLM-T_SHIRTS,907930-MLM50569709891_072022,1
MLM1425887199,MLM,MLM-HEELS_AND_WEDGES,646487-MLM50027095846_052022,1
MLA1145326725,MLA,MLA-SNEAKERS,877141-MLA50439681190_062022,0
MLB2698803877,MLB,MLB-JACKETS_AND_COATS,656167-CBT50509215201_062022,1
MLM1435276518,MLM,MLM-SWEATSHIRTS_AND_HOODIES,979741-CBT50232878999_062022,1
MLA1138378404,MLA,MLA-JACKETS_AND_COATS,843425-MLA49447632366_032022,1
MLB2634851644,MLB,MLB-BOOTS_AND_BOOTIES,876667-MLB49882654850_052022,?
MLA1145739546,MLA,MLA-JACKETS_AND_COATS,775217-MLA50612139622_072022,0
MLA1140946637,MLA,MLA-T_SHIRTS,896025-MLA50205482684_062022,?
MLA1144241014,MLA,MLA-JACKETS_AND_COATS,688835-MLA49342854006_032022,0
MLB2629756485,MLB,MLB-SWEATSHIRTS_AND_HOODIES,668836-MLB49831026783_052022,1
MLA1129713606,MLA,MLA-LOAFERS_AND_OXFORDS,781571-MLA49504010828_032022,0
MLA1131820708,MLA,MLA-BOOTS_AND_BOOTIES,668663-MLA49639983600_042022,0
MLM1403117475,MLM,MLM-JACKETS_AND_COATS,851540-MLM48895934198_012022,0
MLB2175661572,MLB,MLB-LEGGINGS,802398-MLB49095847937_022022,0
MLB2676853870,MLB,MLB-SNEAKERS,716848-MLB50288574539_062022,0
MLM1449128801,MLM,MLM-SWIMWEAR,925300-MLM50513542890_062022,1
MLB2693505426,MLB,MLB-JACKETS_AND_COATS,903958-CBT50469712187_062022,1
MLA1145301682,MLA,MLA-JACKETS_AND_COATS,692986-MLA50573905272_072022,1
MLB2657878918,MLB,MLB-PANTS,799894-CBT50104605614_052022,1
MLA1123860234,MLA,MLA-T_SHIRTS,721809-MLA49131619625_022022,0
MLM1425847280,MLM,MLM-SNEAKERS,670908-MLM50027070154_052022,1
MLM1442308275,MLM,MLM-SNEAKERS,869752-MLM50361385833_062022,0
MLM1410916249,MLM,MLM-JACKETS_AND_COATS,607645-CBT49755926516_042022,1
MLA1126673428,MLA,MLA-SNEAKERS,714155-MLA49307757577_032022,0
MLB2649345467,MLB,MLB-SPORT_PANTS,868526-CBT50017798012_052022,1
MLA1144359063,MLA,MLA-HEELS_AND_WEDGES,991495-MLA50472991732_062022,0
MLA1139676887,MLA,MLA-JACKETS_AND_COATS,938035-MLA50139291178_052022,0
MLA1125912306,MLA,MLA-T_SHIRTS,930915-MLA49267853296_032022,?
MLM1372819603,MLM,MLM-JACKETS_AND_COATS,755820-MLM48995968110_022022,?
MLB2688682590,MLB,MLB-PANTS,937881-CBT50415706496_062022,1
MLB2703205346,MLB,MLB-SHORTS,986454-MLB45975408170_052021,?
MLM1452419165,MLM,MLM-SHIRTS,947758-MLM50586736366_072022,1
MLA1145380170,MLA,MLA-JACKETS_AND_COATS,917949-MLA50582237576_072022,0
MLM1439243041,MLM,MLM-BLOUSES,991429-CBT50313308937_062022,?
MLM1422827641,MLM,MLM-JACKETS_AND_COATS,953446-MLM49365524718_032022,0
MLB2695021378,MLB,MLB-T_SHIRTS,815376-MLB50481914754_062022,1
MLA1139277522,MLA,MLA-LEGGINGS,709531-MLA49449713142_032022,0
MLM1406978446,MLM,MLM-SHIRTS,630757-MLM49685263648_042022,1
MLB2143735057,MLB,MLB-SNEAKERS,983137-MLB48842975565_012022,?
MLB2151062304,MLB,MLB-T_SHIRTS,924075-MLB48897378492_012022,0
MLB2688279349,MLB,MLB-SWEATSHIRTS_AND_HOODIES,785958-CBT50410692849_062022,0
MLB2699962466,MLB,MLB-SNEAKERS,693856-MLB50530934888_062022,0
MLB2652837211,MLB,MLB-JACKETS_AND_COATS,689783-CBT50054301143_052022,1
MLA1132680956,MLA,MLA-JACKETS_AND_COATS,620726-MLA49699237791_042022,1
MLA1142889564,MLA,MLA-SNEAKERS,941634-MLA50331977744_062022,1
MLA1128268563,MLA,MLA-JACKETS_AND_COATS,710510-MLA49401279137_032022,1
MLA1142461995,MLA,MLA-JACKETS_AND_COATS,948064-MLA50301511787_062022,0
MLB2164719542,MLB,MLB-SHORTS,655538-MLB48326099348_112021,0
MLA1144348096,MLA,MLA-PANTS,913587-MLA50471666828_062022,0
MLA1129120599,MLA,MLA-PANTS,921229-MLA49463256268_032022,?
MLA1129552034,MLA,MLA-SNEAKERS,652057-MLA49496089459_032022,0
MLA1122383220,MLA,MLA-T_SHIRTS,975689-MLA49033212458_022022,0
MLB2623716736,MLB,MLB-T_SHIRTS,620191-MLB49772998447_042022,1
MLM1398032269,MLM,MLM-UNDERPANTS,798964-CBT49495051987_032022,1
MLB2695280867,MLB,MLB-T_SHIRTS,794813-MLB50484267789_062022,1
MLB2674058095,MLB,MLB-T_SHIRTS,976094-CBT50229027694_062022,?
MLA1123134275,MLA,MLA-LEGGINGS,946383-MLA49084568795_022022,0
MLM1426481629,MLM,MLM-BOOTS_AND_BOOTIES,929012-CBT50052148760_052022,1
MLB2624387911,MLB,MLB-T_SHIRTS,990563-MLB49779342881_042022,1
MLM1456228773,MLM,MLM-PANTS,847021-MLM50669428235_072022,0
MLM1444468807,MLM,MLM-LEGGINGS,630269-CBT50418095450_062022,0
MLA1145459230,MLA,MLA-SNEAKERS,847460-MLA50592497021_072022,0
MLM1378975943,MLM,MLM-SNEAKERS,950577-MLM49110761705_022022,1
MLA1139338381,MLA,MLA-SNEAKERS,813708-MLA49456850613_032022,?
MLM1401577184,MLM,MLM-SNEAKERS,841285-CBT49596650328_042022,?
MLB2628836954,MLB,MLB-T_SHIRTS,672854-MLB49823146599_052022,1
MLB2162388399,MLB,MLB-SWEATSHIRTS_AND_HOODIES,606013-MLB48993749782_022022,1
MLA1139233255,MLA,MLA-T_SHIRTS,968677-MLA50111626288_052022,0
MLM1454944003,MLM,MLM-JACKETS_AND_COATS,630060-CBT50492494774_062022,1
MLB2603573091,MLB,MLB-MOTORCYCLE_PANTS,984664-MLB49567508867_042022,0
MLA1121487200,MLA,MLA-SHORTS,965422-MLA49462079583_032022,0
MLA1125441948,MLA,MLA-T_SHIRTS,844627-MLA49240112072_032022,1
MLM1451417852,MLM,MLM-SNEAKERS,871086-MLM49854010259_052022,1
MLB2619480802,MLB,MLB-BOOTS_AND_BOOTIES,756299-MLB43654369885_102020,?
MLM1366914932,MLM,MLM-SWEATSHIRTS_AND_HOODIES,614343-MLM48856123322_012022,1
MLA1144384602,MLA,MLA-BOOTS_AND_BOOTIES,889302-MLA44104886553_112020,0
MLB2211197814,MLB,MLB-JACKETS_AND_COATS,682844-MLB45996391168_052021,1
MLA1118157156,MLA,MLA-T_SHIRTS,784091-MLA48733370135_012022,?
MLM1453491809,MLM,MLM-BLOUSES,668452-CBT50605830281_072022,1
MLA1131536862,MLA,MLA-JACKETS_AND_COATS,814649-MLA49627623508_042022,0
MLM1427458953,MLM,MLM-PANTS,853207-CBT50067684306_052022,1
MLM1451604669,MLM,MLM-SNEAKERS,789112-MLM50564917181_072022,0
MLA1125035282,MLA,MLA-T_SHIRTS,603175-MLA49208486833_022022,1
MLM1434148662,MLM,MLM-SHORTS,775366-MLM50215692464_062022,0
MLA1146185796,MLA,MLA-BOOTS_AND_BOOTIES,675395-MLA50635034015_072022,0
MLM1405194677,MLM,MLM-T_SHIRTS,684016-CBT49651628341_042022,1
MLA1144325384,MLA,MLA-PANTS,817394-MLA50472582513_062022,0
MLA1144550200,MLA,MLA-FOOTBALL_SHOES,905328-MLA50493326348_062022,?
MLA1144215383,MLA,MLA-PANTS,822371-MLA44518515883_012021,0
MLM1423926164,MLM,MLM-HEELS_AND_WEDGES,641405-MLM49996225313_052022,1
MLM1419820788,MLM,MLM-T_SHIRTS,788491-MLM49917319057_052022,?
MLM1389792559,MLM,MLM-LOAFERS_AND_OXFORDS,672740-MLM49327256871_032022,?
MLA1141087832,MLA,MLA-SWEATERS_AND_CARDIGANS,912564-MLA50213525021_062022,?
MLM1440110607,MLM,MLM-T_SHIRTS,891994-MLM50318514806_062022,?
MLA1125867250,MLA,MLA-T_SHIRTS,683785-MLA49265974383_032022,1
MLB2622702809,MLB,MLB-JACKETS_AND_COATS,859758-MLB49851623350_052022,1
MLB2697878469,MLB,MLB-JACKETS_AND_COATS,965316-MLB50511600835_062022,0
MLB2655654638,MLB,MLB-SWEATSHIRTS_AND_HOODIES,789648-MLB50080059250_052022,0
MLM1444244057,MLM,MLM-SWEATSHIRTS_AND_HOODIES,841483-MLM50411387691_062022,1
MLB2649627244,MLB,MLB-T_SHIRTS,867828-MLB50018411795_052022,1
MLA1142150656,MLA,MLA-T_SHIRTS,825797-MLA47083138855_082021,0
MLB2142810901,MLB,MLB-T_SHIRTS,670906-MLB47456931049_092021,1
MLB2697138715,MLB,MLB-JACKETS_AND_COATS,616839-MLB50501798140_062022,0
MLB2625317644,MLB,MLB-BLOUSES,976969-MLB49786652350_042022,1
MLA1144795268,MLA,MLA-JACKETS_AND_COATS,893278-MLA50510698473_062022,0
MLB2677974815,MLB,MLB-SNEAKERS,753136-CBT50299677382_062022,1
MLA1145180513,MLA,MLA-JACKETS_AND_COATS,910003-MLA49799258841_042022,0
MLB2662392704,MLB,MLB-JACKETS_AND_COATS,903256-CBT50153059302_052022,1
MLM1419643014,MLM,MLM-SHIRTS,941945-MLM49914580719_052022,1
MLM1407816893,MLM,MLM-HEELS_AND_WEDGES,628158-MLM49698703081_042022,?
MLA1142259195,MLA,MLA-HEELS_AND_WEDGES,902880-MLA50285563670_062022,0
MLB2626776322,MLB,MLB-BLOUSES,860772-CBT49801861470_042022,1
MLA1146282754,MLA,MLA-SNEAKERS,992986-MLA50662270792_072022,?
MLA1145287332,MLA,MLA-SWEATERS_AND_CARDIGANS,861994-MLA50572556738_072022,1
MLM1417975632,MLM,MLM-SHORTS,951464-MLM49883193783_052022,1
MLA1118035527,MLA,MLA-T_SHIRTS,978134-MLA48727675215_012022,?
MLM1387028554,MLM,MLM-BOOTS_AND_BOOTIES,849412-MLM49611352334_042022,1
MLB2712685316,MLB,MLB-JACKETS_AND_COATS,974763-MLB50666334792_072022,0
MLM1420812630,MLM,MLM-T_SHIRTS,878126-MLM50192532018_062022,1
MLM1429672588,MLM,MLM-JACKETS_AND_COATS,894897-CBT50198539509_062022,1
MLA1127851899,MLA,MLA-T_SHIRTS,738385-MLA29605026510_032019,0
MLA1127198421,MLA,MLA-T_SHIRTS,979869-MLA49334893209_032022,1
MLB2217078074,MLB,MLB-T_SHIRTS,784693-MLB43515698924_092020,1
MLA1121612459,MLA,MLA-JACKETS_AND_COATS,900982-MLA48996847048_022022,0
MLB2666851784,MLB,MLB-T_SHIRTS,691366-MLB50192768695_062022,1
MLM1378383796,MLM,MLM-LOAFERS_AND_OXFORDS,722450-MLM49100616456_022022,1
MLM1433965648,MLM,MLM-SHORTS,650497-MLM50213358355_062022,1
MLM1381138876,MLM,MLM-LOAFERS_AND_OXFORDS,810393-MLM49154997711_022022,1
MLA1143221653,MLA,MLA-JACKETS_AND_COATS,758674-MLA50357135531_062022,0
MLM1387030431,MLM,MLM-LOAFERS_AND_OXFORDS,615056-MLM49275012425_032022,1
MLA1132123621,MLA,MLA-HEELS_AND_WEDGES,810669-MLA44546259147_012021,0
MLM1451644009,MLM,MLM-SNEAKERS,941349-MLM50566586132_072022,1
MLB2609525205,MLB,MLB-PANTS,865987-MLB49628021107_042022,1
MLM1447380057,MLM,MLM-JACKETS_AND_COATS,847755-CBT50476855836_062022,1
MLM1434451202,MLM,MLM-JACKETS_AND_COATS,972730-CBT50217231426_062022,1
MLA1118128645,MLA,MLA-BOOTS_AND_BOOTIES,983688-MLA48733439415_012022,0
MLB2655703477,MLB,MLB-T_SHIRTS,719732-MLB50080435578_052022,0
MLB2212759253,MLB,MLB-SNEAKERS,664252-MLB49423757525_032022,0
MLM1439626249,MLM,MLM-SNEAKERS,984354-MLM50196509997_062022,0
MLB2618684267,MLB,MLB-T_SHIRTS,953405-CBT49723506124_042022,1
MLA1130194628,MLA,MLA-T_SHIRTS,687337-MLA48812891310_012022,1
MLM1455196259,MLM,MLM-JACKETS_AND_COATS,642502-CBT50593550831_072022,1
MLB2691479927,MLB,MLB-BLOUSES,776033-CBT50394057112_062022,1
MLA1140741888,MLA,MLA-T_SHIRTS,604399-MLA50192146484_062022,?
MLB2704323566,MLB,MLB-SNEAKERS,898971-MLB50581788033_072022,1
MLA1136283861,MLA,MLA-JACKETS_AND_COATS,901393-MLA49892975998_052022,?
MLA1138363004,MLA,MLA-SWEATSHIRTS_AND_HOODIES,841037-MLA50036187587_052022,0
MLA1138384041,MLA,MLA-JACKETS_AND_COATS,826849-MLA50036898811_052022,0
MLB2685362902,MLB,MLB-SNEAKERS,655825-MLB50377711132_062022,0
MLB2161457694,MLB,MLB-SNEAKERS,823165-MLB48986363986_012022,1
MLM1442729997,MLM,MLM-PANTS,900341-MLM50370882538_062022,0
MLB2696776174,MLB,MLB-LOAFERS_AND_OXFORDS,794993-MLB50498095814_062022,1
MLM1454912354,MLM,MLM-SNEAKERS,892407-MLM50629785351_072022,0
MLB2154950619,MLB,MLB-T_SHIRTS,678619-MLB48602583322_122021,1
MLB2176018269,MLB,MLB-JACKETS_AND_COATS,962493-MLB49099545920_022022,0
MLM1376468382,MLM,MLM-HEELS_AND_WEDGES,637929-MLM49067755679_022022,1
MLA1130486975,MLA,MLA-PANTS,966192-MLA49561105684_042022,0
MLB2703688778,MLB,MLB-HEELS_AND_WEDGES,650465-MLB50497028082_062022,1
MLA1131481234,MLA,MLA-SNEAKERS,983043-MLA49624072289_042022,0
MLM1405857686,MLM,MLM-SPORT_T_SHIRTS,844575-MLM49664479473_042022,1
MLA1137768491,MLA,MLA-JACKETS_AND_COATS,871861-MLA49985632948_052022,0
MLM1387028923,MLM,MLM-LOAFERS_AND_OXFORDS,763923-MLM49274495858_032022,?
MLB2184760739,MLB,MLB-AUTOMOTIVE_SKIRTS,754623-MLB49174941907_022022,0
MLB2679190697,MLB,MLB-SWEATSHIRTS_AND_HOODIES,769038-CBT47158511920_082021,0
MLB2703694849,MLB,MLB-SWEATSHIRTS_AND_HOODIES,655844-MLB49925742466_052022,1
MLA1130421827,MLA,MLA-JACKETS_AND_COATS,765942-MLA49555613904_042022,0
MLB2164943054,MLB,MLB-T_SHIRTS,641862-MLB49011467064_022022,1
MLM1419139467,MLM,MLM-T_SHIRTS,851192-MLM49903712848_052022,1
MLM1452510658,MLM,MLM-SNEAKERS,967790-MLM50588683356_072022,0
MLM1451882763,MLM,MLM-BOOTS_AND_BOOTIES,804813-MLM50574736979_072022,1
MLA1138466258,MLA,MLA-SNEAKERS,865366-MLA49457999814_032022,0
MLB2698318370,MLB,MLB-BOOTS_AND_BOOTIES,846616-MLB50542133394_072022,?
MLB2701467960,MLB,MLB-T_SHIRTS,606502-MLB45427952788_042021,1
MLB2641686035,MLB,MLB-T_SHIRTS,895307-MLB49946777848_052022,1
MLM1420606026,MLM,MLM-PANTS,907642-CBT49932057885_052022,1
MLM1423409577,MLM,MLM-HEELS_AND_WEDGES,830058-MLM49983600087_052022,1
MLM1441394729,MLM,MLM-PANTS,834215-CBT50341309927_062022,1
MLA1137473175,MLA,MLA-JACKETS_AND_COATS,991933-MLA49966189731_052022,0
MLM1450055929,MLM,MLM-SWEATSHIRTS_AND_HOODIES,793997-MLM50531971586_062022,0
MLB2222923498,MLB,MLB-SNEAKERS,741487-MLB49525797959_032022,?
MLA1137890073,MLA,MLA-JACKETS_AND_COATS,960340-MLA49997159547_052022,0
MLM1440364708,MLM,MLM-SWEATSHIRTS_AND_HOODIES,823282-CBT45976972481_052021,0
MLB2682108911,MLB,MLB-LOAFERS_AND_OXFORDS,642872-MLB50341422705_062022,0
MLA1140591930,MLA,MLA-T_SHIRTS,769927-MLA50180889256_062022,?
MLB2704750794,MLB,MLB-SNEAKERS,968015-MLB50584717709_072022,0
MLA1134980624,MLA,MLA-SWEATERS_AND_CARDIGANS,676497-MLA49818680756_042022,0
MLB2705969149,MLB,MLB-PANTS,811600-MLB50594747921_072022,?
MLB2652356328,MLB,MLB-JACKETS_AND_COATS,932395-MLB50044332414_052022,1
MLA1143728706,MLA,MLA-SNEAKERS,998790-MLA44079399771_112020,0
MLB2689763631,MLB,MLB-JACKETS_AND_COATS,980601-MLB50139161171_052022,0
MLM1447509757,MLM,MLM-T_SHIRTS,871283-CBT50477216065_062022,1
MLB2704984265,MLB,MLB-SWEATSHIRTS_AND_HOODIES,616729-MLB50587152299_072022,0
MLB2664940477,MLB,MLB-HEELS_AND_WEDGES,765373-MLB50176240751_062022,1
MLM1435462343,MLM,MLM-SNEAKERS,728347-MLM50237465389_062022,1
MLM1434779788,MLM,MLM-SNEAKERS,772050-MLM50223295063_062022,1
MLA1142977353,MLA,MLA-JACKETS_AND_COATS,875324-MLA50336683849_062022,0
MLA1131424221,MLA,MLA-BOOTS_AND_BOOTIES,964889-MLA47169706907_082021,0
MLB2647713073,MLB,MLB-JACKETS_AND_COATS,714840-CBT50004232696_052022,1
MLA1144135682,MLA,MLA-PANTS,889295-MLA50453725092_062022,0
MLM1445822372,MLM,MLM-BLOUSES,737841-CBT50354974755_062022,1
MLM1368504478,MLM,MLM-SNEAKERS,915210-MLM48901366235_012022,1
MLA1132352303,MLA,MLA-JACKETS_AND_COATS,852935-MLA49678796442_042022,0
MLM1453745247,MLM,MLM-JACKETS_AND_COATS,814005-MLM50608210485_072022,0
MLB2694338086,MLB,MLB-JACKETS_AND_COATS,957010-CBT50444480459_062022,1
MLA1125518922,MLA,MLA-T_SHIRTS,757991-MLA49243644059_032022,1
MLM1454248826,MLM,MLM-JACKETS_AND_COATS,691774-CBT50617369635_072022,1
MLA1123719950,MLA,MLA-PANTS,652154-MLA49841781046_052022,?
MLB2643535194,MLB,MLB-SNEAKERS,763068-MLB49964971013_052022,0
MLM1453652934,MLM,MLM-JACKETS_AND_COATS,716281-CBT50592561916_072022,1
MLM1412308272,MLM,MLM-SHORTS,837920-MLM48903853167_012022,1
MLB2611358623,MLB,MLB-AUTOMOTIVE_SKIRTS,664761-MLB49646694729_042022,0
